name,cho_per_100g,calories_per_100g,protein_per_100g,fat_per_100g,fiber_per_100g,is_vegan,is_vegetarian,is_gluten_free,is_lactose_free,food_group,typical_serving_size_g
grande n gustoso con formaggio mcdonalds,39.7,573,27.2,36.0,3.2,True,False,True,True,proteine,90
premium club di pollo grigliato sandwich mcdonalds,44.3,493,38.3,18.0,2.7,True,True,True,True,proteine,90
quarto libbre mcdonalds,37.9,417,24.1,19.8,2.7,False,False,True,True,condimenti,10
premium croccante pollo classico sandwich mcdonalds,58.6,524,27.8,20.0,3.2,True,True,True,True,proteine,90
hamburger vegetariano,10.0,124,11.0,4.4,3.4,False,False,True,True,carboidrati,100
quarto libbre con formaggio mcdonalds,39.7,513,29.0,28.3,2.8,True,False,True,True,proteine,90
carne di manzo bistecca sandwich cruda,0.0,173,9.2,15.1,0.0,True,True,True,True,proteine,90
cheeseburger,28.7,292,15.0,13.2,1.6,True,True,True,True,condimenti,10
premium grigliato pollo ranch blt sandwich mcdonalds,44.3,412,33.7,10.9,2.8,True,True,True,True,proteine,90
doppio whopper con formaggio hamburger re,53.9,1061,57.7,68.1,6.4,True,True,True,True,proteine,90
grande mac mcdonalds,44.0,563,25.9,32.8,3.5,True,True,True,True,condimenti,10
sandwich con salumi,79.9,833,41.1,39.3,4.7,True,True,True,True,condimenti,10
filet o fish mcdonalds,35.4,378,15.1,19.6,1.9,True,True,True,True,frutta,120
Pollo impanato a mano offerte carls jr,0.2,57,0.0,2.9,0.0,True,True,True,False,proteine,90
Pollo grigliato sandwich wendy,0.0,370,0.0,8.0,0.0,True,True,True,False,proteine,90
sandwich con roast beef,44.3,410,28.6,13.0,0.0,True,True,True,True,condimenti,10
hamburger hamburger re,26.5,258,14.7,10.4,2.0,True,True,True,True,frutta,120
grande n gustoso mcdonalds,38.5,524,24.7,31.7,3.2,True,True,True,True,condimenti,10
panino al roast beef,33.1,364,22.6,15.3,1.9,True,True,True,True,grassi,15
sandwich di manzo arrosto con formaggio,45.4,473,32.2,18.0,0.0,True,True,True,True,proteine,90
hamburger,28.7,255,12.9,9.9,1.7,True,True,True,True,carboidrati,100
premium pesce panino hamburger re,58.7,572,22.6,27.4,2.0,True,True,True,True,proteine,90
Whopper hamburger King,52.8,790,35.4,48.4,3.2,True,True,True,True,condimenti,10
sandwich con insalata di tonno,55.4,584,29.7,28.0,0.0,True,True,True,True,proteine,90
originale pollo panino hamburger re,52.2,569,24.2,29.2,4.8,True,True,True,True,proteine,90
doppio whopper hamburger re,51.4,942,52.1,58.6,5.2,True,True,True,True,condimenti,10
premium croccante pollo club sandwich mcdonalds,57.4,635,39.1,29.9,3.0,True,True,True,True,proteine,90
hamburger mcdonalds,28.8,251,12.3,9.6,1.2,True,True,True,True,condimenti,10
salame piccante pizza domino,36.0,308,12.7,12.6,2.4,True,True,True,True,carboidrati,100
pizza salsiccia,35.5,325,13.3,14.3,2.7,True,True,True,True,carboidrati,100
pizza salata,35.5,313,13.0,13.2,2.6,True,True,True,True,carboidrati,100
salame pizza pizza capanna,30.3,269,12.3,10.9,1.6,True,True,True,True,carboidrati,100
cheese pizza capanna pizza,30.0,260,11.5,10.5,1.7,True,True,True,True,carboidrati,100
pizza al formaggio,35.7,285,12.2,10.4,2.5,True,False,True,True,carboidrati,100
formaggio pizza domino,35.9,278,11.7,9.7,2.4,True,True,True,True,carboidrati,100
pizza di verdure di carne,34.5,332,15.0,14.8,3.0,True,True,True,False,carboidrati,100
sucker grezzo,0.0,146,26.6,3.7,0.0,True,True,True,True,carboidrati,100
luccio settentrionale grezzo,0.0,348,76.3,2.7,0.0,False,False,True,False,dolcificanti,5
Eglefino cotto,0.0,135,30.0,0.8,0.0,False,False,True,False,carboidrati,100
burbot cotto,0.0,104,22.3,0.9,0.0,True,True,True,True,carboidrati,100
pollock cotto,0.0,356,75.3,3.8,0.0,True,True,True,True,proteine,90
arcobaleno olfatto crudo,0.0,27,5.0,0.7,0.0,False,False,False,True,carboidrati,100
Pesce bianco cotto,0.0,265,37.7,11.6,0.0,True,True,True,True,proteine,90
walleye luccio grezzo,0.0,148,30.4,1.9,0.0,True,True,True,False,carboidrati,100
carpa cotta,0.0,275,38.9,12.2,0.0,True,True,True,True,carboidrati,100
pesce lupo cotto,0.0,293,53.4,7.3,0.0,True,True,True,False,proteine,90
Snapper cotto,0.0,218,44.7,2.9,0.0,False,True,True,True,frutta,120
capriate cotte,0.5,58,8.1,2.3,0.0,True,True,True,True,frutta,120
Acciuga cruda,0.0,37,5.8,1.4,0.0,True,True,False,False,carboidrati,100
aringa cruda,0.0,291,33.0,16.6,0.0,True,True,True,True,frutta,120
merluzzo bianco crudo,0.0,189,41.1,1.5,0.0,True,True,True,False,carboidrati,100
tilapia cruda,0.0,111,23.3,2.0,0.0,True,True,True,True,carboidrati,100
Melù cotto,0.0,84,16.9,1.2,0.0,False,False,False,False,grassi,15
Tonno rosso cotto,0.0,407,86.9,4.0,0.0,True,True,True,False,proteine,90
salmone cotto,0.0,733,78.7,44.0,0.0,True,True,True,True,proteine,90
chum salmone cotto,0.0,474,79.5,14.9,0.0,True,True,True,True,proteine,90
American shad cotto,0.0,363,31.3,25.4,0.0,True,True,True,True,frutta,120
Squalo cotto,1.8,65,5.3,3.9,0.0,False,False,True,False,dolcificanti,5
trota cotta,0.0,118,16.5,5.3,0.0,True,True,True,True,frutta,120
Pesce spada crudo,0.0,196,26.7,9.0,0.0,True,True,True,True,proteine,90
trota iridea cotta,0.0,119,16.9,5.2,0.0,False,True,False,False,frutta,120
sandwich di pesce con formaggio,35.4,374,15.1,19.6,0.0,True,True,True,True,proteine,90
meduse secche,0.0,21,3.2,0.8,0.0,True,False,True,True,frutta,120
muggine crude,0.0,139,23.0,4.5,0.0,True,True,True,True,condimenti,10
Ippoglosso cotto,0.0,353,71.7,5.1,0.0,False,False,True,False,carboidrati,100
Lingcod greggio,0.0,213,44.2,2.7,0.0,True,True,True,True,condimenti,10
arancia ruvida cotta,0.0,30,6.4,0.3,0.0,False,False,False,True,frutta,120
Cisco grezzo,0.0,77,15.0,1.5,0.0,True,True,True,True,grassi,15
florida pompano cotto,0.0,186,20.8,10.7,0.0,True,True,True,True,dolcificanti,5
snapper grezzo,0.0,218,44.7,2.9,0.0,True,True,True,True,carboidrati,100
panino al pesce,58.7,565,22.6,27.4,0.0,True,True,True,True,proteine,90
Eglefino greggio,0.0,143,31.5,0.9,0.0,False,False,True,False,carboidrati,100
persico oceano grezzo,0.0,51,9.8,1.0,0.0,False,False,True,False,carboidrati,100
Seppie cotte,0.5,45,9.2,0.4,0.0,True,True,True,True,frutta,120
merluzzo bianco cotto,0.0,189,41.1,1.5,0.0,True,True,True,False,dolcificanti,5
seatrout grezzo,0.0,248,39.8,8.6,0.0,True,False,True,False,carboidrati,100
Passera pianuzza cruda,0.0,114,20.2,3.1,0.0,False,False,True,False,frutta,120
macchia cotta,0.0,79,11.9,3.1,0.0,True,True,True,True,verdura,80
luccio walleye cotto,0.0,148,30.4,1.9,0.0,False,True,False,False,dolcificanti,5
persico crudo,0.0,55,11.6,0.6,0.0,False,False,True,True,verdura,80
semi di zucca sunfish crudo,0.0,43,9.3,0.3,0.0,True,True,True,True,grassi,15
Sgombro salato,0.0,415,25.2,34.1,0.0,True,True,False,True,carboidrati,100
sgombro cotto,0.0,231,21.0,15.7,0.0,True,True,False,True,carboidrati,100
tilapia cotta,0.0,111,22.8,2.3,0.0,True,True,True,True,carboidrati,100
tamburo grezzo,0.0,236,34.7,9.8,0.0,True,True,True,False,carboidrati,100
Croaker atlantico fritto,6.6,192,15.8,11.0,0.3,False,False,True,False,frutta,120
semi di zucca sunfish cotti,0.0,42,9.2,0.3,0.0,False,True,True,True,grassi,15
pesce lupo crudo,0.0,294,53.6,7.3,0.0,True,True,True,False,proteine,90
tonno rosso cotto,0.0,276,44.9,9.4,0.0,True,True,True,False,proteine,90
Scup cotto,0.0,68,12.1,1.8,0.0,False,True,True,True,carboidrati,100
aringa cotta,0.0,290,32.9,16.6,0.0,True,True,True,False,frutta,120
pesce azzurro crudo,0.0,186,30.1,6.4,0.0,True,True,True,False,proteine,90
Testa di pecora cotta,0.0,234,48.4,3.0,0.0,False,False,True,True,frutta,120
Basso cotto,0.0,91,15.0,2.9,0.0,False,False,True,False,carboidrati,100
brosmio cotto,0.0,279,58.4,3.2,0.0,False,False,False,False,carboidrati,100
chinook al salmone crudo,0.0,709,78.9,41.3,0.0,True,True,True,True,proteine,90
Rockfish greggio,0.0,172,35.1,2.6,0.0,True,True,True,True,carboidrati,100
tilefish crudi,0.0,371,67.6,8.9,0.0,True,True,True,True,verdura,80
scup grezzo,0.0,174,31.3,4.5,0.0,True,True,True,False,carboidrati,100
Sablefish cotto,0.0,755,51.9,59.3,0.0,True,True,True,True,frutta,120
insalata di tonno,19.3,383,32.9,19.0,0.0,True,True,True,False,proteine,90
salmone coho cotto,0.0,255,34.7,11.8,0.0,True,True,True,True,proteine,90
capriate crude,0.2,20,3.1,0.9,0.0,True,True,True,True,condimenti,10
spigola di mare cruda,0.0,125,23.8,2.6,0.0,False,True,True,True,carboidrati,100
Salmone rosa cotto,0.0,349,56.0,12.0,0.0,True,True,False,True,proteine,90
Salmone di sockeye cotto,0.0,493,82.1,17.3,0.0,True,True,True,True,proteine,90
Pesce bianco crudo,0.0,265,37.8,11.6,0.0,True,True,True,True,proteine,90
Ippoglosso di terra verde cotto,0.0,760,58.6,56.4,0.0,False,False,True,True,dolcificanti,5
luccio settentrionale cotto,0.0,350,76.5,2.7,0.0,False,False,False,False,dolcificanti,5
salmone crudo,0.0,824,80.9,53.1,0.0,True,True,True,True,proteine,90
rombo chiodato,0.0,388,65.4,12.0,0.0,True,True,True,False,carboidrati,100
surimi,1.9,28,4.3,0.3,0.0,True,True,True,True,grassi,15
Salmone al chinook cotto,0.0,711,79.2,41.2,0.0,True,True,True,True,proteine,90
triglie cotte,0.0,140,23.1,4.5,0.0,True,True,True,True,frutta,120
chum salmone crudo,0.0,3,0.6,0.1,0.0,True,True,True,True,proteine,90
butterfish crude,0.0,47,5.5,2.6,0.0,True,True,True,True,frutta,120
spigola cotta,0.0,125,23.9,2.6,0.0,True,True,True,True,carboidrati,100
ippoglosso verde greggio,0.0,759,58.6,56.5,0.0,False,False,True,False,carboidrati,100
Ippoglosso greggio,0.0,371,75.7,5.4,0.0,False,False,True,False,carboidrati,100
storione cotto,0.0,184,28.2,7.0,0.0,False,True,True,False,carboidrati,100
filetto di pesce fritto,15.4,211,13.3,11.2,0.5,True,True,True,True,proteine,90
trota iridea cruda,0.0,111,15.8,4.9,0.0,False,True,False,True,carboidrati,100
brosmio greggio,0.0,278,58.6,3.2,0.0,False,False,True,False,carboidrati,100
arcobaleno olfatto cotto,0.0,35,6.4,0.9,0.0,False,False,False,True,dolcificanti,5
merluzzi crudi,0.0,22,4.1,0.4,0.0,True,True,True,True,proteine,90
trota cruda,0.0,117,16.4,5.2,0.0,True,True,True,True,carboidrati,100
squalo crudo,0.0,37,5.9,1.3,0.0,False,False,True,True,frutta,120
burbot grezzo,0.0,104,22.4,0.9,0.0,True,True,True,True,carboidrati,100
deltafish cotto,0.0,173,37.7,1.4,0.0,True,True,True,True,carboidrati,100
gamberi cotti,0.0,25,5.0,0.4,0.0,False,True,False,True,grassi,15
pesce delfino crudo,0.0,173,37.7,1.4,0.0,True,True,True,False,proteine,90
persico cotto,0.0,54,11.4,0.5,0.0,False,False,True,False,dolcificanti,5
Cusk grezzo,0.0,106,23.2,0.8,0.0,True,False,True,True,frutta,120
tonno rosso crudo,0.0,41,6.6,1.4,0.0,True,True,True,False,proteine,90
milkfish cotto,0.0,54,7.4,2.4,0.0,False,True,True,True,carboidrati,100
carpa cruda,0.0,277,38.9,12.2,0.0,True,True,True,True,carboidrati,100
storione grezzo,0.0,30,4.6,1.1,0.0,True,False,True,False,carboidrati,100
arancia ruvida cruda,0.0,22,4.6,0.2,0.0,False,False,False,True,frutta,120
pesce gatto fritto,7.0,199,15.7,11.6,0.6,True,True,True,False,proteine,90
seppia cruda,0.2,22,4.6,0.2,0.0,True,True,True,True,verdura,80
basso grezzo,0.0,90,14.9,2.9,0.0,True,False,True,False,carboidrati,100
balenottera cotta,0.0,109,19.4,3.0,0.0,False,False,False,False,carboidrati,100
milkfish crude,0.0,42,5.8,1.9,0.0,True,True,True,True,condimenti,10
anguilla cruda,0.0,375,37.6,23.8,0.0,True,True,True,True,carboidrati,100
pesce gatto crudo,0.0,189,24.2,9.4,0.0,True,True,True,False,proteine,90
bastoncini di pesce,6.1,78,3.1,4.5,0.4,True,True,False,True,proteine,90
salmone coho crudo,0.0,254,33.8,12.2,0.0,True,True,True,True,proteine,90
merluzzi cotti,0.0,27,5.3,0.6,0.0,True,True,True,True,grassi,15
coda gialla cotta,0.0,546,86.6,19.6,0.0,False,False,False,False,carboidrati,100
tonno rosso cotto,0.0,37,8.2,0.2,0.0,True,True,True,False,proteine,90
argilla cotta,0.0,168,36.8,1.2,0.0,True,True,True,True,frutta,120
anguilla cotta,0.0,67,6.7,4.2,0.0,True,True,True,True,frutta,120
Sablefish crudi,0.0,753,51.8,59.1,0.0,True,True,True,True,frutta,120
pepite di salmone,4.0,60,3.6,3.3,0.0,True,True,True,True,proteine,90
coda gialla cruda,0.0,546,86.5,19.6,0.0,False,False,False,False,carboidrati,100
butterfish cotto,0.0,47,5.5,2.6,0.0,True,True,True,True,frutta,120
caviale,0.6,42,3.9,2.9,0.0,True,True,True,True,proteine,90
pollock grezzo,0.0,355,75.0,3.8,0.0,True,True,True,True,proteine,90
Pesce gatto cotto,0.0,206,26.4,10.3,0.0,True,True,False,False,proteine,90
Melù greggio,0.0,83,16.8,1.2,0.0,True,True,True,False,grassi,15
salmone rosa crudo,0.0,404,65.2,14.0,0.0,True,True,True,True,proteine,90
tonno albacora crudo,0.0,31,6.9,0.1,0.0,True,True,True,False,proteine,90
sgombro greggio,0.0,230,20.8,15.6,0.0,True,True,True,True,carboidrati,100
rombo grezzo,0.0,388,65.5,12.0,0.0,True,True,True,False,carboidrati,100
Cusk cotto,0.0,106,23.1,0.8,0.0,True,True,True,True,frutta,120
Croaker atlantico grezzo,0.0,82,14.0,2.5,0.0,False,False,True,False,carboidrati,100
sucker cotto,0.0,148,26.6,3.7,0.0,True,True,True,True,carboidrati,100
macchia grezza,0.0,79,11.8,3.1,0.0,True,True,True,False,carboidrati,100
a tamburo cotto,0.0,236,34.6,9.7,0.0,True,True,True,False,carboidrati,100
gamberi crudi,0.0,3,0.6,0.048,0.0,True,True,True,True,grassi,15
tilefish cotto,0.0,441,73.5,14.1,0.0,True,True,True,True,carboidrati,100
azzurro cotto,0.0,186,30.1,6.4,0.0,False,False,True,False,dolcificanti,5
cernia cotta,0.0,238,50.2,2.6,0.0,True,True,False,False,frutta,120
Testa di pecora cruda,0.0,257,48.1,5.7,0.0,True,False,True,True,frutta,120
Aringhe tritate,0.0,87,9.8,4.9,0.0,True,True,True,True,frutta,120
cernia cruda,0.0,238,50.2,2.6,0.0,True,True,True,True,verdura,80
persico marino cotto,0.0,48,9.3,0.9,0.0,False,False,True,False,dolcificanti,5
molva cruda,0.0,168,36.7,1.2,0.0,True,True,True,True,verdura,80
Lingcod cotto,0.0,329,68.4,4.1,0.0,True,True,True,True,frutta,120
florida pompano cruda,0.0,184,20.7,10.6,0.0,True,True,True,True,carboidrati,100
Rockfish cotto,0.0,162,33.1,2.4,0.0,True,True,True,True,carboidrati,100
Seatrout cotto,0.0,247,39.9,8.6,0.0,True,True,True,True,carboidrati,100
salmone di sockeye crudo,0.0,562,84.4,22.2,0.0,True,True,True,True,proteine,90
Pesce spada cotto,0.0,182,24.9,8.4,0.0,True,True,True,True,proteine,90
americano shad grezzo,0.0,362,31.2,25.3,0.0,True,True,True,True,grassi,15
sardine in scatola sott'olio,0.0,310,36.7,17.1,0.0,True,True,True,True,grassi,15
Acciuga in scatola nell'olio,0.0,8,1.2,0.4,0.0,True,True,False,False,grassi,15
Salmone in scatola,0.0,520,79.1,20.3,0.0,True,True,True,True,proteine,90
sardine in salsa di pomodoro in scatola,0.5,165,18.6,9.3,0.009,False,False,True,True,verdura,80
Salmone da sockeye in scatola,0.0,563,79.5,24.9,0.0,True,True,True,True,proteine,90
conserve di tonno,0.0,102,18.9,2.4,0.0,True,True,True,True,proteine,90
Salmone rosa in scatola,0.0,530,80.9,20.4,0.0,True,True,True,True,proteine,90
merluzzo bianco in scatola,0.0,328,71.0,2.7,0.0,True,True,True,False,dolcificanti,5
ostrica orientale in scatola,6.3,110,11.4,4.0,0.0,True,True,True,True,carboidrati,100
chum salmone in scatola,0.0,520,79.1,20.3,0.0,True,True,True,True,proteine,90
tonno in scatola nell'olio,0.0,331,47.2,14.4,0.0,True,True,True,False,proteine,90
Oceani di salmone rosa selvatico,0.0,320,0.0,16.0,0.0,True,True,False,True,proteine,90
gamberetti in scatola,0.0,128,26.1,1.7,0.0,True,True,True,False,dolcificanti,5
alaska re granchio crudo,0.0,144,31.5,1.0,0.0,True,True,True,True,verdura,80
capesante fritte,6.4,64,2.6,3.2,0.0,True,True,True,True,frutta,120
gamberetti cotti,0.013,7,1.3,0.092,0.0,True,True,False,False,grassi,15
vongole fritte,1.0,19,1.3,1.0,0.0,True,True,True,True,frutta,120
alaska granchio re cotto,0.0,130,25.9,2.1,0.0,True,True,True,True,verdura,80
capesante cotte,0.5,11,2.1,0.058,0.0,True,True,True,True,frutta,120
calamaro fritto,6.2,140,14.4,6.0,0.0,True,True,True,False,frutta,120
ostrica cruda,2.5,41,4.7,1.2,0.0,True,True,True,True,carboidrati,100
abalone,5.1,89,14.5,0.6,0.0,True,True,True,True,frutta,120
Granchio reale crudo,0.0,25,5.2,0.3,0.0,True,True,True,True,condimenti,10
Whelk cotto,4.4,78,13.5,0.2,0.0,True,True,True,True,frutta,120
ostrica cotta,2.5,41,4.7,1.2,0.0,True,True,True,True,carboidrati,100
ostrica orientale cotta,0.7,8,0.7,0.2,0.0,True,True,True,True,carboidrati,100
cozze azzurre cotte,14.8,344,47.6,9.0,0.0,True,False,True,True,carboidrati,100
polpo crudo,0.6,23,4.2,0.3,0.0,True,True,True,False,carboidrati,100
aragosta spinosa cotta,5.1,233,43.0,3.2,0.0,True,True,True,True,frutta,120
cozze azzurre crude,5.5,129,17.9,3.4,0.0,False,False,True,True,condimenti,10
Granchio regina cotto,0.0,98,20.2,1.3,0.0,True,True,False,True,dolcificanti,5
granchio dunness cotto,1.2,140,28.3,1.6,0.0,True,True,True,True,dolcificanti,5
granchio bruno crudo,1.2,140,28.4,1.6,0.0,True,True,True,True,condimenti,10
gamberetti fritti,4.8,52,1.3,3.2,0.1,True,True,True,True,frutta,120
gamberetti crudi,0.041,4,0.7,0.023,0.0,True,True,True,True,grassi,15
granchio azzurro cotto,0.0,71,15.2,0.6,0.0,True,True,True,True,dolcificanti,5
imitazione di gamberi,2.6,29,3.5,0.4,0.0,True,True,True,True,dolcificanti,5
conchiglia al forno,2.2,165,33.4,1.5,0.0,False,False,False,False,dolcificanti,5
calamaro crudo,0.9,26,4.4,0.4,0.0,True,False,True,False,carboidrati,100
capesante crudo,0.5,10,1.8,0.091,0.0,True,True,True,True,carboidrati,100
aragosta cruda,0.0,116,24.8,1.1,0.0,True,True,True,True,frutta,120
imitazione di capesante,3.0,28,3.6,0.1,0.0,True,True,True,True,dolcificanti,5
granchio azzurro crudo,0.018,18,3.8,0.2,0.0,True,True,True,False,dolcificanti,5
whelk grezzo,2.2,39,6.7,0.1,0.0,True,True,True,True,carboidrati,100
aragosta spinosa cruda,5.1,234,43.1,3.2,0.0,True,True,True,True,carboidrati,100
vongole in scatola,9.4,227,38.8,2.5,0.0,True,True,True,True,condimenti,10
aragosta cotta,0.0,134,28.5,1.3,0.0,True,True,True,True,frutta,120
fritto di ostrica orientale,1.7,29,1.3,1.8,0.0,True,True,False,True,frutta,120
vongole crude,8.1,195,33.3,2.2,0.0,True,True,True,True,condimenti,10
polpo cotto,3.7,139,25.3,1.8,0.0,True,True,True,False,carboidrati,100
ostrica orientale cruda,0.8,8,0.7,0.2,0.0,True,True,False,True,carboidrati,100
ostrica fritta,6.7,61,2.1,3.0,0.0,True,True,True,True,frutta,120
storione affumicato,0.0,49,8.8,1.2,0.0,True,True,True,True,carboidrati,100
salmone chinook affumicato,0.0,159,24.9,5.9,0.0,True,True,True,True,proteine,90
Cisco affumicato,0.0,50,4.6,3.4,0.0,True,True,True,True,frutta,120
Eglefino affumicato,0.0,33,7.1,0.3,0.0,False,False,True,True,carboidrati,100
Pesce bianco affumicato,0.0,147,31.8,1.3,0.0,True,True,True,True,proteine,90
filetti di salmone rosso calzino affumicato,0.0,373,65.5,12.3,0.0,True,True,True,False,proteine,90
eggnog,20.4,224,11.6,10.6,0.0,True,True,True,True,proteine,90
luce della birra,5.4,96,0.8,0.0,0.0,True,True,True,False,dolcificanti,5
Birra budweiser,0.9,12,0.1,0.0,0.0,True,True,True,True,condimenti,10
weizenbier erdinger,0.0,220,0.0,18.0,0.0,True,True,True,True,verdura,80
birra leggera budweiser,0.4,9,0.066,0.0,0.0,True,False,True,True,frutta,120
birra,11.7,142,1.5,0.0,0.0,True,True,True,True,verdura,80
birra radice,52.3,202,0.0,0.0,0.0,True,True,True,True,verdura,80
Whiskey sour mix,6.3,26,0.051,0.072,0.0,True,True,True,True,condimenti,10
Whiskey aspro,13.9,158,0.0,0.0,0.0,True,True,True,True,proteine,90
tequila alba,23.8,232,0.6,0.2,0.0,True,True,True,True,condimenti,10
"daiquiriCity name (optional, probably does not need a translation)",4.2,112,0.035,0.036,0.001,True,True,True,True,dolcificanti,5
pina colada,32.0,245,0.6,2.7,0.4,True,True,True,True,grassi,15
"WhiskeyCity name (optional, probably does not need a translation)",0.1,58,0.0,0.0,0.0,True,True,True,True,condimenti,10
rum,0.0,49,0.0,0.0,0.0,True,True,True,True,grassi,15
vodka smirnoff,2.0,13,0.0,0.4,0.0,True,True,True,True,frutta,120
liquore di caffè,13.8,96,0.041,0.038,0.0,True,False,True,False,condimenti,10
gin,0.0,53,0.0,0.0,0.0,True,True,True,True,condimenti,10
vino da dessert dolce,14.1,165,0.2,0.0,0.0,False,False,False,True,dolcificanti,5
